rating,text,emotion
5,Cok rahat ve ustte cok şik duruyo ben cok begendim,p
5,Çok güzel rahat bi kumaşı var çok şık duruyo tam bedeninizi almanızı öneriyorum satıcı çok ilgili gerçekten teşekkür ediyorum kargoda çok hızlıydı,p
4,Arkadaşımdan görüpte aldım çok güzel çok rahat ve hızlı teslimat alın aldırın kendi bedeninizi almanızı öneririm,p
5,ablam önerdiği için aldım gerçekten çok memnunum çok güzel bir yapısı var tam vücudunuzu sarıyor çok da şık parasının sonuna kadar hak ediyor satıcıya çok teşekkür ederim,p
5,O kadar harika ki kurtarıcı. Hem şık hem çok spor. Alın aldırın favorim oldu. 10 yıldız olsa 10 yıldız veririm,p
4,172 boy 73 kg xl tam oldu. penyesi gayet guzel. tek yildizi iade kabul etmedikleri icin kirdim. sonucta ic camasiri degil.,p
5,Taytlar 10 numara 5 yıldız👍👍👍👍👍,p
3,4 Yıldız verdim çünki ev için gayet uygun çok ince dışarı da giyilmez.,p
4,kumaşını sevdim güzel yumuşak ama çok ince biraz daha kumaşı kalın olsaydı 10 numara 5 yıldızdı birde bir tık kalıbı geniş oda likralı olduğu için evde rahat giyineyim diyorsanız kendi bedeninizi alın.,p
5,Güzel fiyat performans ürünü penye olması önemli ben sevdim,p
5,Dört adet tayt aldım bi tanesi alakasız yanlardan dikişli beli daracık beşininde bedeni farklı giderek küçülüyo resmen çöp beş yıldız üstte görünsün diye verdim bir yıldız,n
5,Merhaba arkadaşlar 5 yıldız verdim cunku tayt yırtıldı kilom gayet normal tayt bol geldi hatta ama yırtılmış boule bir şey olabilir mi ya param çöp oldu 😪😪,n
5,Çok güzel bir ürün aşırı beğendim tam beden almanızı öneririm,p
5,cok rahat cok profesyonel,p
3,ürün güzel yapışıyor rahat ama eğer benim gibi basenliyseniz bir beden büyük almanizi öneririm bedenim L ama basenim olduğu için çok sıktı ve oturunca şort toplaniyor kayıyor,p
5,Yumuşacık kumaşı ve dikişsiz oluşu mükkk 10 yıldız,p
5,kalitesine bayıldım kötü yorumlara aldırış etmeyin. öneriyorum 😍,p
5,On numara beş yıldız,p
5,daha fazla yıldız olsa daha fazlasını veririm. o kadar rahat o kadar güzel duruyor ki. boyum 168 kilom 63 üst bacak kısmım kalın ordan sıkarsa diye tedirgindim ama asla sıkmıyor inanılmaz rahat vücudu harika gösteriyor,p
5,Ürün fiyat performansı üstünde bir ürün bence kendi bedenimi aldım rahatça giyiyorum öneriyorumdaa,p
5,Gercekten cok guzel hafif bir toparlayıcı ozelligi var  kendi bedeninizde almanizi oneririm,p
5,Paketleme özenli ve sağlamdı hiç zarar görmemiş. Denedim sıcacık tutuyor kesinlikle öneriyorum.,p
1,bir yildiz bile çok. instagramda millet öve öve bitiremedi. cok usuyen biriyim bu kadar paraya deger heralde alayim dedim. ilk gunden ayaktan söküldü. firma iade kabul etmiyor. kalitesiz bazi yerlerinde renk farkliligi da var. almayin paraniza yazik! kendi firmasindan aldim.,n
2,Almanızı önermem,n
3,fotodaki gibi ama çok kaliteli değil o yüzden 3 yıldız,n
1,"Sıfır olsa o kadar yıldız yani , poşet içinden iki kat çorap çıktı ve markası yok …. Böyle saçma bir alışveriş görmedim.",n
5,Bir poşete koyulup yollanmış. Katia bony ürünü olup olmadığı belli değil.Görseldekiyle alakası yok.içinin daha kalın peluş birley olması gerekirken çok ince havlumsu bir malzeme.Dışınada iç giyim ürünüdür değişim iade yokturu yapıştırmışsınız iade edilmesin diye.5 yıldız veriyorum yorumlarda en üstte görünmek için.,n
1,Evet içi havlu gibi tamam sıcak tutabilir ama resmen havlu üstüne çorap geçirmişler.. üstteki çorap kaçarsa napıyoruz çöp mü? Gerçekten çok saçma bir ürün olmuş ya da bana yanlış gönderildi bilmiyorum,n
5,Ürün güzel sık duruyor kendi bedeninizi almanızı öneririm,p
3,1.71 boyum 73 kg satıcı M beden önerdi ama ben L aldım iyi ki L almışım anca oldu belim ince ama basenli bir bayanım hoş duruyor denemek lazım güncelleme yapim kızlar. Pantalon çok iyi ewet ama bu gün ilk defa giydim dikişleri açılmıştı baya :/,p
5,Çokkk güzel. Bir beden küçük almanızı öneririm ama Bel kısmı geniş.,p
4,"Kaliteli bir pantolon, beğendim 👍 1.69 boy 54 kilo (XS) aldım tam oldu. Bedeninizden bir beden küçük almanızı öneririm. Ben yorumlara bakarak aldım pişmanlık duymadım.",p
5,Deri pantolon gerçekten harika ve üstte çok güzel duruyor herkese tavsiye ederim,p
5,Üstte duruşu harika 38 aldım ama sıktı. 40 daha rahat olurmuş,p
5,Çok kalın bir ürün degil ama çok güzel duruyor bi beden küçük almanızı öneririm:),p
5,üste çıksın diye 5 yıldız veriyorum paketleme güzel pantolonda kısa boylular için güzel olabilir ama uzun boylular hiç tavsiye etmem boyum 178 kilom 68 40 beden belden tam boy çok kısa iade,n
5,Göründüğü gibi geldi. 52 kg 1.60 boy S beden cuk oldu hatta bı tık zor kapandı ama biraz esnek olduğu için sıkmıyor çok güzel duruyor üstte teşekkür ederim ☺️,p
5,Çokseviyorum bu pantolonumu çok şık tam bir star parça vazgeçilmezim,p
5,pantolon çok güzel kesinlikle tam beden almanızı öneririm,p
5,Ürün 10 Yıldız da hak ediyor hiç tereddütsüz alın kalın sıcak tutuyor ütü gerektirmiyor çok şık duruyor iyiki almışım keşke farklı rengi de olsa,p
5,Boy 163 kilo 50 xs aldım cuk oturdu ama biraz göbek veya baseniniz varsa s almanızı öneririm boyu bana tam oldu aşırı beğendim 😍😍😍,p
4,Ürün çok güzel ama küçük alın yorumlarina asla inanmayın. Boyum 168 kilom 53-54 civarı alt bedenim hep üstten küçüktür xs aldım beli bile kapanmadı kalçası bastı.S alsaymışım mükemmel olacaktı. 1 yıldızı da içi polarli sanmıştım değilmiş ondan kırdım,p
3,ben normalde 38 giyiyprum ama degisim yaptim 36 aldim bir beden kucuk almanizi oneririm onun disinda guzel bir urun,p
5,harika bir ürün kalın değil bence yaz mevsiminde falan da giyilebilir çok rahat ve bel kismi beli tamamen sariyo çok güzel görünüyor üstte,p
5,Ptt ile gelmesine rağmen çok hızlı elime ulaştı salı siparişi verdim ve perşembe elimdeydi fiyatına göre kalitesi çok iyi öneririm,p
5,fiyatına göre çok daha iyi öneririm resimdeki gibi geldi rengide aynı geldii,p
1,"Yaka  ve kol kısmının renkli farklıydı, önermiyorum",n
5,resimde gorundugu gibi degil boyun kol bel agzindaki bantlarin renkleri farkli bu fiyata kaliteli olmadigini bilerek alıyoruz bari renkleri aynı olsaydı 5 yildizi haketmiyo,n
4,ürün göründüğü gibi geldi ama bi beden büyüğünü almanızı öneririm ürünü sevgilime aldım çokta beğendi kullanışlıda,p
2,"kumaşı ince, yanlış renk gönderildi, iade yapmayacağım. bir beden büyük alınmasını öneririm.",n
5,on numara beş yıldız bir sweat. üzerimde duruşu gorselden çok daha güzel. görenler nerden aldığımı soruyor,p
5,10 yıldız olsa verirdim muhteşem güzel,p
5,"pantolon serin, biraz şeffaf ama önemli değil.  beyaz güzel🫰",p
5,Hemen tülerme ve diz yaptı. Yorumum gözüksün diye 5 yıldız veriyorum,n
5,gayet güzel ve kaliteli ben çok sevdim tam beden almanıso öneririm,p
5,"Çok çok çoook beğendimm,bayıldımm.Ne zamandır boyle bir pantolon arıyodum ve nihayet tam istediğim gibisini buldum kalıbı çok güzell😍yalnız bi kaç beden büyük alınmasını öneriyorum tabiki eğer azcık bol durmasını istiyorsanız.Ben 1,56 boy,54 kq genelde 38,40 aralığında giyiyorum ama bunu yorumları okuyub 42 aldım tam istediğim gibi hafif bol durdu",p
5,"10 yıldız olsa 10 yıldız verirdim. Pantolonun duruşuna, kalitesine, kalıbına bayıldım 💯 tam bir fiyat performans ürünü. Hemen kargolandı. Kendi bedeninizi alabilirsiniz",p
5,on yıldız olsa on yıldız veririm kalitesi duruşu gerçekten çok hem kardeşime hem kendime aldım kahve renginide aldım kesinlikle alın.,p
4,Güzel bir pantolon görseldeki ile aynı geldi  yumuşak rahat bir kumaşı var fiyatına göre kaliteli 1.57 boy 70 kilo 42 beden tercih ettim tam bedeninizi almanızı öneririm belin arka kısmı lastikli ve giydikçe esnek bir kumaş olduğu için bollaşma yapıyor zaten,p
5,çok guzel tavsiye ederim..kendi bedenimi aldim güzelde oldu üstte şahane duruyor,p
5,Hızlı kargo muhteşem kumaş ve model. Aşırı rahat. 42 beden giyorum 44 aldım çok iyi oldu. İster özel günde ister günlük kullanım. Laf olsun diye değil gerçekten çok iyi. 10 yıldız  🤗,p
5,Çok güzel ürün cepli olması da ayrı bi güzel tam beden alınmasını öneririm,p
5,harika bir parça kendi bedeninizi öneririm,p
5,Ben 43 kilo 163 boyundayım ürün 38 olduğu icin ilk önce şüphe ettim olmazdiye belim çok ince her pantolon olmuyor ama bu bi harika oldu kemerifalanda çok güzeldi durusu çok hoşuma gitti beni zayıf göstermedi belimede oldu sadece bi Tık daha uzun olabilirmiş pantolon ama önemli değil okadarda  ben cok beğendim tereddüt etmeden alın derim❤️,p
5,Pantolon kaliteli bir beden büyük almanızı öneririm dar sevmeyenler için,p
5,Asla girundugu gibi degil yakasi cok cirkin evde giyilir sadece disarida giyilmez almayin. Cok cirkin asla almayin.. YORUMUMU HERKES GORSUN DIYE 5 yildiz verdim,n
5,Ürün kaliteden yoksun kalmış toz bezi bile yapmaya kullanılmayacak derece dikişi yakası etek ucu her bir köşesi şekilsiz bedeni bile yazmayan çocuk reyonu ürünü gibi küçücük crop bile olamayacak saçmaca bir ürün insanları kandırmayın!!! Yıldızlar çok olsun ki en başta görünsün insanlar almasın,n
5,"Çok güzel olmasının yanı sıra, satıcıya ayrıca hediye için teşekkür ederim. Daha önce de lacivert rengini almıştım. Her iki renginide çok beğendim. 5 yıldızı hakediyor.",p
4,Beklediğimden daha iyi geldi üstte duruşu falan çok güzel 😍 64 kilo ile 29 beden aldım tam oldu,p
5,ürün çok güzel herkesw öneririm hediye için teşekkürler,p
4,pantalon gayet güzel boyum 168 64 kiloyum 40 beden sipariş verdim biraz bol geldi fakat iade etmeyeceğim. yıkarken çok boyası çıktığı için bir yıldızı oradan kiriyorum. sipariş vermek isteyenlere bunu göze alarak vermelerini tavsiye ederim. ayrıca küçük hediyeniz için teşekkür ederim.,p
4,29 sipariş vermiştim 28 beden gelmiş. kızım için almıştım denedikten sonra iade durumuna bakıcam. görünüşü cok güzel ayrıca hediye koymuşlar. tesekkür ederiz. bir yıldız bedenden dolayı kırdım.,p
4,"Duruşu güzel, eğer boyunuz 1,75 üzeri ise bence listede önerilen bedenden bir küçüğünü alabilirsiniz. Ben önce 72 kg için 32 almıştım pot durdu. 31 aldım çok daha iyi durdu. 1 puanı kumaş çok tüy / toz topladığı için kırdım. Yıkayınca sorun olursa yine yorumu güncellerim.",p
5,beş yıldızi hak eden Bir ürün esnekliği kumaşı çok güzel,p
5,"pantolon çok esnek çok rahat, lacivertini de aldım, ikisinde de bir bacapının dikişleri öne doğru geliyor ama bu fiyata normal ben dert etmedim, kimse de fatketmedi zaten, 169 boya 75 kiloya 42 aldım ama 40 da olurmuş",p
5,Ben ürünü çok beğendim fakat bence Tesettürü çok uygun değil ama alacaksanız eğer kendi bedeninizden bir beden daha küçük alırsanız daha iyi olur öneririm yumuşacık,p
4,Normalde üstte s-m giyiyorum s sini aldım çok bol xs alsaymışım daha iyi olabilirmiş onun dışında rengi kumaşı çok güzell,p
5,kızım için aldım çok beğendi mavi farkıyla her zaman 10 numara 5 yıldız ❤,p
4,Ben çok beğendim. 1.70 boy 65 kilo S beden güzel oldu. Normalde m tercih ederdim. Normal bedeninizin 1 beden küçüğünü almanızı tavsiye ederim. 1 yıldızı fiyatından kırdım aşırı pahalı bence.,p
5,ÇOOOOKKK GUZEL RENGINE BAYILDIIIIIMMMMMM bordosu o kadar güzelki birde yumuşacık zaten mavi kalitesi sıcacık tutuyor rahatlıkla alabilirsiniz birde 1 beden küçük alın derim bayağı oversize ben s almama rağmen hala oversize oldu onun dışında öneririiimm,p
5,cok guzel gerçekten mavi kalitesi yumuşacık. tam beden öneririm oversize çünkü kalıbı,p
5,çokkk güzel kesinlikle öneririm,p
2,aynisi değil almayın önermiyorum geri iade,n
5,Yorumum üstte dursun diye beş veriyorum bordo istemiştim siyah gri geldi ve asla orijinal mavi gibi durmuyor çakma bir sweatshirt gibi duruyor asla tavsiye etmiyorum,n
5,Çok beğendim L beden aldım bir beden küçük tercih etmenizi öneririm.,p
5,Ürünler güzel severek giyiyorum bedeninizi almanızı öneririm,p
5,sıkılaştırıcı özelligii yok ama yeri çok rahat üstünüzde yokmuş gibi kendi bedenninizden 1beden küçük almanızı öneririm,p
4,ürünü çok beğendim fakat ufak bir önerim var bence biraz daha yüksek bel olması gerek onun haricinde çok ince değil yumuşacık dokusu var tam beden alın.,p
5,10 yıldız olsa veririm o derece sonu da gerçekten aradığım tayt buldum kumaşı boyu herseyi on numara 66 kiloyum L beden aldım çok güzel rahat oldu alın arkadaşlar  satıcıya tesekku ederim dün aldım hemen kargoya verildi,p
3,Fiyatına göre normal bi kalitede 1 beden büyük almanızı öneririm ince bi dokusu var,p
4,çok teşekkür ediyorum gayet fit ve güzel duruyor sizler için de öneririm🫠🫶,p
4,kazağın üstte duruşu gayet güzel görseldekinin birebir aynı sadece kalite olarak bi tık düşük geldi ve jelatin bile olmadan kargo poşetine konulup gönderilmesi pek de sağlıklı olmamış yine de teşekkürler bol kazançlar 🌸,p
5,kaşındırıyor almayın ciddiyimmm☹️yıldızlar üste gelmesi için sadece,n
5,Ustte gorunsun diye bes yildiz verdim. Gorseldekinden alakasiz urun geldi. Anlatmaya gerek yok buyrun bakin. Boy 1.70 kilo 53,n
5,5 yıldız vermemin sebebi üstte görünsün diye ürün aşırı pis kokuyordu sanki küllerin içinde üretilmiş gibi pis kokuyordu ve kalıbı çok değişikti asla görseldeki gibi değildi çok basit duruyordu iade ettim hemen,n
5,Sipariş verdiğim üründe siyah renk seçeneği olmamasına rağmen siyah renginde fotoğraftan bağımsız etiketsiz faturasız bir ürün geldi. Hemen iade. 5 yıldızı da yorumumun fark edilmesi için puanlıyorum.,n
4,"Çok rahat. Kesinlikle bir beden büyük alın. Ben M bedenim L aldım. Yıkayınca hafif çekiyor, hatta XL mi alsaydım diye bile düşündüm. 3 tane farklı renk ve desende aldım. Kesinlikle öneriyorum.",p
4,ürün gayet hoş m aldim  biraz salaş istiyorsaniz gayet güzel  olur  1 yıldızı  kargosundan kirdim  cok gec geldi,p
5,Kumaşı ince bahar havaları için uygun. Deseni falan da çok güzel. Tam bedeninizi almanızı öneririm.,p
5,cok guzel 1 beden buyuk alinmazini oneririm,p
4,Penyesi çok kaliteli önerilir.,p
5,"Hem rahat hem şık kendi bedeninizi alın kalıpları tam geliyor, kargo hızlı ve sağlamdı, öneririm.",p
5,Tam bedeninize göre sipariş vermenizi öneririm,p
5,rahat önerilir,p
5,Ürünü çok beğendim bir beden büyük alınmasını öneriyorum ama kalitesi çok güzel teşekkür ederim 🩵🩵,p
5,Aşırı iyi. Üsttelik fiyatı da uygun. Sadece yoğunluktan dolayı çok geç geldi. Ürün gayet iyi. Anneme ve kardeşime de aldım. Onlarda çok beğendiler.,p
4,güzel ve özenli  paketleme yapılmışı 4 yıldız  veriyorum  ürün  gayet güzel ve hoş  1 yıldızı lastiğinden dolayı kırdım  lastiği  pek sağlam değil  daha sağlam  yapın bence lastikleri  iyi satışlar  dilerim,p
4,ürün gayet hoş m beden aldım biraz salaş istiyorsanız gayet güzel olur 1 yıldızı  da rengi soluk gibi mankenin üzerindeki  gibi durmuyor  ondan kestim,p
5,Gerçekten gönül rahatlığıyla alabilirsiniz çok beğendim çok güzel kaliteli bütün arkadaşlarıma önerdim o kadar rahat ki hiç sizi sıkmıyor yumaşacık bir beden büyük alabilirsiniz salaş durması için ben S giyiyorum ama m beden aldım salaş durdu çok güzel oldu,p
5,Harika olmuş şu an 52 kiloyum ve m beden tam oldu bir beden büyük almanızı öneririm,p
5,Harika çok beğendim bedeninizden 1 beden büyük almanızı oneririm,p
5,Özellikle görülsün diye 5 yıldız verdim böle basit incecik pamukla hiç bir ilgisi olmayan çook kötü bir kumaş asla almayın..,n
5,ürün çok güzel çok beğenerek aldım bol giyinmeyi seviyorsanız bir beden büyük almanızı öneririm,p
5,on numara beş Yıldız çok beğendim. Dokusu güzel yumuşacık,p
5,kendime ve kızıma aldım tam bedeninizi almayı öneririm.yumuşacık çok rahat tayt bi tane daha sipariş verdim.firmaya teşekkür ederim,p
5,ürün çok güzel yorumlar önemli olduğu için özelikle yazmak istedim sıcak tutuyor bide kaliteli dışarda aynısını 189 a gördüm burda kuponla 110 TL'ye geliyor alın bence 🤗🤗ben battal boy aldım 93 kiloyum çok rahat oldu esnek bı tayt,p
5,ürün çok kaliteli zaten tutku bu konuda tercih edilen bir marka fiyatı da kalitesine göre çok iyi herkese öneririm,p
4,Çok güzelll bu fiyata harika kısa yumuşacık ta istediğim gibi. Normalde s-m giyiyorum ama bunu l aldım çok güzel oldu. Bir yıldız kolu sökük geldiği için verdim kargoyla uğraşmak istemedim.,p
3,Güzel kaliteli duruyor ama her kürk gibi fazlasıyla tüy döküyor bu yüzden 2 yıldız kırdım.,p
1,göründüğü renkten daha koyu geldi hayal kırıklığı oldu benim için o 1 yıldızı bile vermek istemedim,n
5,yorumum düşsün diye beş yıldız verdim ama kesinlikle rengin alakası yok bu rengi satmıyoruz bi tık koyusunu gönderiyoruz dediler şimdi bu bejin bi tık koyusu mu yani? bazı ışıklarda sarı duruyor neden mağdur ediyorsunuz anlamıyorum iade edicem,n
3,Sifarişim Azerbaycana idi tamam farklı bişey gönderdiler 1 yıldız bile düşmüyor yorumum gitsin diye verdim,n
5,harika bir ürün iki tane aldım iyi ki de almışşım kesinnlikle öneriyorum fiyatıda kalitesine göre baya bi ucuz teşekkürler.,p
4,urun cok guzel bi beden buyuk almanizi öneririm,p
5,bi beden buyuk alinabilir ama cokkk begendimm kesinlikle oneririm,p
5,Bu fiyata bu kalite 1 numara 10 yıldız,p
5,"bi beden büyük aldım iyi oldu, kısa bi kazak beğendim öneririm",p
4,ürün gayet guzel en s giyiyorum ama l almama ragmen tam istedigim gibi olmadı bi beden daha büyüğünü alabilirdim büyük beden almanizi öneririm,p
4,Güzel ama bir beden büyük almanızı öneririm,p
5,biraz daha bol dursun isterseniz 1 beden büyük almanızı öneririm çok beğendim yine de,p
5,"cok tarz ,öneririm",p
5,"Tam bedeninizi almanızı öneririm, güzel ve tatlı bir ürün",p
5,çok çok çok çok güzel 10 yıldız olsa 10 yıldız veririm kumaşı hoş kalın. kendi bedeninizi alın ben 160 boy 48 kiloyum s aldim,p
5,Aşırı Çok beğendim kargoda hızlıydı 50 tane yıldız olsa hepsini seçerim aşırı güzel faworim artikkk,p
5,Öncelikle güzel not ve hediyeniz için teşekkür ederim ♥️çok mutlu oldum ürünü çok beğendim ama almak isteyen olursa bir beden büyük almasını öneririm iyi günler dilerim kolay gelsinnn,p
5,Mükemmel bir şey. Gerçekten güzel duruyor. Bence kendi bedeninizi almanızı öneririm. Gözünüz kapalı alabilirsiniz.,p
5,52 kiloyum 36 beden aldım cuk oturdu şahane bir parça kumaşı duruşu mükemmel ayrıca özenli ve hızlı gönderim çok teşekkür ederim beş yıldızı hakediyor,p
5,Ürün harika bayıldım 36 beden aldım tam oldu kendi bedeninizi almanızı öneririm harika bi pantolon gerçekten bayıldım,p
5,Harika bir pantolon herkese öneririm tam beden alın incecicik gösteriyor bayıldımm,p
5,Çok begendim 62 kiloyum 38 tam oldu kalıbı üstte duruşu harika,p
5,çok kibar duruyor çok güzel ama bence bir beden büyük alınabilir bana biraz dar geldi ama kumaşı üstte duruşu çok güzel,p
5,"Ürün bugün elime ulaştı, hayatımda giydiğim en güzel pantolonlardan biri olabilir çok beğendim emeğiniz sağlık. 10 yıldız olsa on yıldız verirdim. Kalitesi efsane bence",p
5,on yıldız olsa da versek.. harika ötesi bir ürün tam kalıp giydigim an cuk diye oturdu üstüme ayrıca çok rahattt bayıldım bu kadarı bana da sürpriz oldu,p
5,kalıbı çok dar bir beden büyük almanızı öneririm,p
5,ayy bu pantolon tam bı harika fiziğinizi öne çıkarıyor kesesinlikle dolabınıza eklemelisinizz😍,p
4,"Ürün gerçekten çok güzel. Tam fotoğraftaki gibi, 1.86 boy 68 kg beden tam oldu, boyu 3-4 cm daha uzun olsa fevkalade olurdu ama sağlık olsun. 40 beden istemiştim lakin “one size” olarak geldi bu arada, beden kısmına anlam veremedim.",p
5,"5 yıldızı hak eden bi ürün ben tam kalıbımı aldım boyum uzun olmasına rağmen paçaları hafif bi uzun geldi ama beni rahatsız etmedi, topukluyla harika durur. Diğer rengini de alacağım. Her şeyle kombinleyebileceğiniz kurtarıcı bir parça, bence her dolapta olmalı..üstelik bu fiyata 🫶🏼🖤",p
4,kumaşı ince üstte duruşu güzel ama mevsimlik kışlık değil 47 kg  ya xs aldım diğer aldığım şort etek de xs di tam oldu,p
5,"İndirimden kaptım çok mutluyum :) alsam mı almasam mı aradaysanız kesinlikle alın inanılmaz kaliteli bir parça, üstte duruşu mükemmel",p
3,Kalıbı duruşu çok güzel 170 70 kg l aldım beli çok hafif boldu ama etek kısmı tam oturdu. Ama içindeki şort kısmı etekle aynı genişlikte olduğu için yürüdükçe açılıyodu yani şortlu olmasının hiçbir önemi yoktu o yüzden iade ediyorum,p
5,bayıldımmm tam bir inditex muadili derisi çok kaliteli duruyor oversize olması ayrı güzel zaten kendi bedeninizi almanızı öneririm,p
5,bu fiyata böyle bi ceket efsane ben s aldım oversize olduğu için tam bedeninizi almanızı öneririm,p
5,kızlar olayyyy bir deri ceket pahali markalarin muadili gibi birsey çok dayanirmi bilmiyorum ama üstte cok guzel duruyo,p
5,Bayıldııımm.. Duruşu çok güzel ve kaliteli bi ürün kesinlikle tavsiye ederim. Ben daha bol durmasını istediğim için bi beden büyük tercih ettim fakat oversize bi ceket olduğu için kendi bedeninizi almanızı öneririm.,p
5,çok güzel çok tarz duruyor daha önemlisi ucuz durmuyor,p
1,"gördüğüm en pahalı  ""yağmurluklardan""  biri olabilir gerçekten.  yağmurluk almak isteyen arkadaşlar için daha uygun fiyatlı olanlarını almalarını öneririm rezillik gerçekten",n
5,"Çok beğendim cidden fiyatına göre biraz ince oda kötü durmuyor boyum 1,64 52 kg s beden aldım tam oldu kendi bedeninizi almanızı öneririm:)",p
3,Kalitesi ortalamaydı ama fiyatına göre çok iyi  üstte duruşu güzel,p
4,"bol durması için bir beden büyük alacaksanız çok büyük ve kaba olur, çünkü ceket çok oversize kendi bedeninizi alın kalıbıda gayet güzel has deri olmadığı için öyle kalın bir deri beklemeyin yani fotoğraftaki ile aynı gayet güzel almanızı öneririm",p
4,"Ceketten çok gömlek gibi diyebiliriz çok ince yani, alacak olanlar buna göre alsın onun dışında üstte duruşu güzel oversize bu yüzden kendi bedeninizi tercih edebilirsiniz",p
5,fiyatija göre çok iyi bayildim kararsizsaniz kesinlikle almanizi oneririm,p
5,Ürünü iade etmek zorunda kaldım ama satıcının ilgi yaklaşımı gösterdiği alakadan fazlasıyla 5 yıldız,p
3,Ürün gayet güzel fakat geldiğinde sigara kokuyordu hemde ağır bir şekilde bu yüzden 2 yıldız kırıyorum.,n
4,Güzel sağlam geldi ama biraz kalıbı değişik üstte durması falan,p
5,"Oversize bir deri üçün qiymetine gore idealdir.Derinin mat olmasi, qoxusuz olmasi ve en onemlisi fotodaki goruntuye eyni gelmesi++",p
4,Çok güzel 4 yıldızı biraz kalıbı büyük geldi o yüzden verdim,p
5,"Kumaşını, rengini bayıldım çok güzel. Siyahı soluk bir siyah değil. Kolları transparan bir abiyemin altına astar gibi durması için aldım. Tam isabet oldu gayet o şekilde durdu.",p
5,Kumaşı çok güzel üstte duruşuda müq💗,p
4,Ürün guzel buyuk beden almanizi öneririm yoksa kollari sıkabilir,p
4,hızlı teslimat için teşekkür ederim. ben satıcıya boy kilomu belirttim ve bana m beden almamı önerdi bende m beden aldım. maalesef kol kısmı biraz kısa geldi onun dışında hiç bir sorunu yok. gayet ince yazlık bir kumaş rahatlıkla alabilirsiniz.,p
5,yorumum üstte çıksın diye 5 verdim.ürün yamuk çok kötü arkadaşlar. ceket içine giydim diye sorun etmedim ama siz almayın,n
4,Penyesi gayet güzel ama keşke biraz daha uzun olsaydı boyu 1 yıldızı ordan kestim,p
5,O kadar güzeller ki kış için ideal kurtarıcı bir parça fiyatına göre çok iyi almanıızı öneririm,p
5,"Fiyat performans gayet iyi. Normalde s beden giyiyorum ancak m/l sipariş ettim tam oldu. Büyük beden almanızı öneririm, ürünün kalıbı dar",p
5,5 yıldız hakediyor kızım çok beğendi tam beden,p
5,Üstte duruşu ve şıklığı ayrı bi hava katıyor dokusu çok ince değil tam ideal bir dokusu var. Tam bedeninizi alabilirsiniz 48 kilo xs aldım tam oldu 👍,p
4,Ürün güzel ama çok dar bır beden büyük alınmasını onerıyorum,p
5,Biraz kokuyor olsa da havalandırıldığında zamanla geçeceğini düşünüyorum. Çok beğendim tavsiye ederim. 1.70 boy 57 kilo M beden tam oldu. İyi ki bir beden büyük alın önerilerini dinleyerek bir beden büyük almışım,p
5,İlk açtığınızda buram buram deri kokuyor ama bir süre sonra koku geçiyor. Üstte duruşuna bayıldım herkes nerden aldığımı soruyor. Bu fiyata çok iyi bence. Rahatlıkla alabilirsiniz kızlarrr.,p
5,çok güzel bir ürün kesinlikle almanızı öneririm. dolabınızda kesinlikle olması lazım,p
4,ürün güzel kızım için aldım bugün elime ulaştı  iç astarı sökük geldi diktik kızım çok beğendi teşekkür ederiz,p
5,ürün geldi gerçekten çok güzel herkese öneririm,p
5,acayip güzel bence fiyatını hakeden bi ürün eğer dar kıyafet sevmiyorsanız bir beden büyük almanıız öneririm,p
4,bu fiyatta bir ürün için gayet kaliteli ve üstte duruşu çok güzel tavsiye ederim,p
5,Bu fiyata aşırı uygun ve çok güzel . Tam bedenimi aldım ama benim sırtım geniş olduğu için  ve kalın kışlıklarla da giymeniz Bı beden büyüğünü almanızı öneririm . derisi gayet iyi ve koku da yapmıyor. Kesinlikle alın,p
5,Ürün gerçekten de çok güzel kaliteli   Ama bir beden büyük alınmasını öneririm,p
5,Ürün çok güzel ama kalıbı çok dar bir beden büyük almanızı öneririm,p
4,Çok güzel bi beden büyük almanızı öneririm,p
5,ürün paketlenmesi çok güzeldi kalıplar biraz dar 1 beden büyük almanızı öneririm kokusu cok hafif kokuyor mükemmel bir ürün.,p
5,fiyatı ucuz diye yanilmayin.kalite gerçekten çok çok üstte.165. 55 kiloyum.M aldım.yapissin istiyorsanız S de rahatlıkla olur.,p
5,bi beden büyük almanızı öneririm onun dışında güzel ben beğendim,p
5,Kumaşı yumuşacık çok rahat çok beğendim. Üstte çok güzel duruyor,p
5,5 yıldızın fazlasını hak ediyor o kadar rahat ve esnek tam beden tercih edebilirsiniz çok güzel bir kumaşı var,p
5,çok geç gelde neredeyse 2 hafta bekledim kargoyu. puan kırmadım yorumum öne çıksın diye,n
5,Daha önce gri ve krem renklerini satın aldım 4 aydır giyiyorum tüylenme solma olmadı birde kilolu olduğumdan böyle güzel duran ve yürürken bacak arasında sürtünmeden kaynaklı eskime olmamasıda çok güzel astarlı yapısı olmasına rağmen terletmemeside çok iyi alın aldırın pişman olmayacaksınız emin olabilirsiniz. Beden olarak da ben 71 kilo 1.54 boyun,p
5,100 tane Yıldız olsa az gelir oldukça güzel bir ürün şiddetle tavsiye ederim krem ve siyah aldım sırada diğer renkler ver aldıgınız para kuruşuna kadar helal olsun,p
